Job Link,Role,Company Name,Job Location,Minimum Experience,Tech Stack Requirements,Ideal/Not Ideal,Phone Number,Email ID
https://www.hirist.com/j/application-support-engineer-netwcfwpf-1-4-yrs-1003953.html,Application Support Engineer - .Net/WCF/WPF,"Insight Business Machines Pvt.Mumbai
1 - 4 Years",Mumbai,0,"HTML/CSS, JS, .NET",Not Ideal,,
https://www.hirist.com/j/cateina-technologies-api-specialist-1-4-yrs-1005330.html,Cateina Technologies - API Specialist,"Cateina TechologiesMumbai
1 - 4 Years",Mumbai,0,JS,Ideal,,
https://www.hirist.com/j/application-support-engineer-sqlmysql-1-3-yrs-1005068.html,Application Support Engineer - SQL/MySQL,"ProPMO Services Private LimitedNoida
1 - 3 Years",Noida,1,.NET,Not Ideal,,
https://www.hirist.com/j/software-engineer-golangpython-programming-1-6-yrs-1005178.html,Software Engineer - Golang/Python Programming,"iMind Your Business Solutions Private LimitedBangalore
1 - 6 Years",Bangalore,1,"React, JS, Python",Not Ideal,,
https://www.hirist.com/j/software-engineer-golang-1-5-yrs-1004275.html,Software Engineer - Golang,"SquareRootMultiple Locations
1 - 5 Years",Multiple Locations,1,C/C++,Not Ideal,,
https://www.hirist.com/j/servosys-software-engineer-javaspring-1-4-yrs-1004739.html,Servosys - Software Engineer - Java/Spring,"Servosys SolutionsMultiple Locations
1 - 4 Years",Multiple Locations,1,"React, Angular, HTML/CSS, JS, Node",Not Ideal,,
https://www.hirist.com/j/servosys-software-engineer-javaservlets-0-1-yrs-1004737.html,Servosys - Software Engineer - Java/Servlets,"Servosys SolutionsMultiple Locations
0 - 1 Years",Multiple Locations,0,"React, Angular, HTML/CSS, JS, Node",Not Ideal,,
https://www.hirist.com/j/servosys-software-engineersenior-engineer-javaspringhibernate-1-7-yrs-1004738.html,Servosys - Software Engineer/Senior Engineer - Java/Spring/Hibernate,"Servosys SolutionsMultiple Locations
1 - 7 Years",Multiple Locations,1,"React, Angular, HTML/CSS, JS, Node",Not Ideal,,
https://www.hirist.com/j/servosys-solutions-software-engineer-javaj2ee-0-10-yrs-1005346.html,Servosys Solutions - Software Engineer - Java/J2EE,"Servosys SolutionsMultiple Locations
0 - 10 Years",Multiple Locations,0,"React, Angular, HTML/CSS, JS, Node",Not Ideal,,
https://www.hirist.com/j/lucidity-software-engineer-javac-1-2-yrs-1004753.html,Lucidity - Software Engineer - Java/C++,"Lucidity CloudAny Location
1 - 2 Years",Any Location,1,C/C++,Not Ideal,,
https://www.hirist.com/j/credit-saison-india-quality-assurance-engineeretl-tester-manualapi-testing-0-1-yrs-1004368.html,Credit Saison India - Quality Assurance Engineer/ETL Tester - Manual/API Testing,"Credit SaisonBangalore
0 - 1 Years",Bangalore,0,,Not Ideal,,
https://www.hirist.com/j/mongodb-developer-backup-disaster-recovery-1-6-yrs-1005085.html,MongoDB Developer - Backup & Disaster Recovery,"ProPMO Services Private LimitedPune
1 - 6 Years",Pune,1,,Not Ideal,,
https://www.hirist.com/j/zapbuild-php-developer-codeigniterzendlaravel-frameworks-1-3-yrs-1004485.html,Zapbuild - PHP Developer - CodeIgniter/Zend/Laravel Frameworks,"Zapbuild Technologies Pvt.Ltd.Multiple Locations
1 - 3 Years",Multiple Locations,1,"HTML/CSS, JS, PHP",Not Ideal,8699036663,
https://www.hirist.com/j/net-developer-aspcsql-server-0-1-yrs-1005303.html,.Net Developer - ASP/C#/SQL Server,"Softmind InfoetchMultiple Locations
0 - 1 Years",Multiple Locations,1,.NET,Not Ideal,,
https://www.hirist.com/j/cashxl-fintech-uiux-developer-typescriptangularjs-0-4-yrs-1004393.html,CashXL Fintech - UI/UX Developer - TypeScript/AngularJS,"CashXL Fintech Private LimitedMultiple Locations
0 - 4 Years",Multiple Locations,1,"Angular, HTML/CSS, JS",Not Ideal,,
https://www.hirist.com/j/junior-software-developer-javanet-0-2-yrs-1003849.html,Junior Software Developer - Java/.Net,"Altimax Business SolutionsMultiple Locations
0 - 2 Years",Multiple Locations,0,.NET,Not Ideal,,
https://www.hirist.com/j/junior-java-developer-springhibernate-1-3-yrs-1005137.html,Junior Java Developer - Spring/Hibernate,"ProPMO Services Private LimitedPune
1 - 3 Years",Pune,0,"Angular, HTML/CSS, JS, C/C++, Node, .NET",Not Ideal,,
https://www.hirist.com/j/magicpin-backend-developer-javascalapython-1-8-yrs-1004305.html,Magicpin - Backend Developer - Java/Scala/Python,"MagicpinGurgaon/Gurugram
1 - 8 Years",Gurgaon/Gurugram,5,"Python, C/C++",Not Ideal,,
https://www.hirist.com/j/web-designer-uiux-1-4-yrs-1004977.html,Web Designer - UI/UX,"Connect Infosoft Technologies Pvt LimitedFaridabad
1 - 4 Years",Faridabad,1,"HTML/CSS, JS",Ideal,,
https://www.hirist.com/j/karza-technologies-system-engineer-web-scrapingweb-crawling-1-5-yrs-1004558.html,Karza Technologies - System Engineer - Web Scraping/Web Crawling,"Karza TechnologiesMumbai
1 - 5 Years",Mumbai,1,"JS, Python",Not Ideal,,
https://www.hirist.com/j/web-designer-photoshopcreative-suite-0-7-yrs-1004976.html,Web Designer - Photoshop/Creative Suite,"Connect Infosoft Technologies Pvt LimitedFaridabad
0 - 7 Years",Faridabad,7,"HTML/CSS, JS",Not Ideal,,
https://www.hirist.com/j/qss-technosoft-mean-stack-developer-nodejsangularjs-1-5-yrs-1005186.html,QSS Technosoft - MEAN Stack Developer - Node.js/AngularJS,"QSS Technosoft Pvt LtdMultiple Locations
1 - 5 Years",Multiple Locations,0,"Angular, HTML/CSS, JS, Node",Not Ideal,,
https://www.hirist.com/j/junior-java-developer-bootstraphibernatespring-mvc-1-3-yrs-1005141.html,Junior Java Developer - Bootstrap/Hibernate/Spring MVC,"ProPMO Services Private LimitedPune
1 - 3 Years",Pune,1,"Angular, HTML/CSS, JS, C/C++, Node, .NET",Not Ideal,,
https://www.hirist.com/j/happay-backend-developer-pythondjango-1-4-yrs-1005220.html,Happay - Backend Developer - Python/Django,"VA Tech Venture Pvt. Ltd.Bangalore
1 - 4 Years",Bangalore,0,Python,Not Ideal,,
https://www.hirist.com/j/oodles-technologies-ios-developer-objective-cswift-1-3-yrs-1004033.html,Oodles Technologies - iOS Developer - Objective C/SWIFT,"Oodles Technologies Pvt LtdGurgaon/Gurugram
1 - 3 Years",Gurgaon/Gurugram,0,React,Not Ideal,,
https://www.hirist.com/j/geekyants-artificial-intelligencemachine-learning-developer-1-5-yrs-1004019.html,GeekyAnts - Artificial Intelligence/Machine Learning Developer,"GeekyAntsOthers
1 - 5 Years",Others,1,"HTML/CSS, JS, Python, PHP",Not Ideal,,
https://www.hirist.com/j/vinsol-test-engineer-manual-testing-1-5-yrs-1005442.html,Vinsol - Test Engineer - Manual Testing,"VinSolMultiple Locations
1 - 5 Years",Multiple Locations,1,,Not Ideal,,
https://www.hirist.com/j/software-engineer-javapython-iitbits-0-2-yrs-1004247.html,Software Engineer - Java/Python - IIT/BITS,"SquareRootBangalore
0 - 2 Years",Bangalore,0,,Not Ideal,,
https://www.hirist.com/j/software-engineer-javapython-iitbits-0-2-yrs-1004291.html,Software Engineer - Java/Python - IIT/BITS,"SquareRootBangalore
0 - 2 Years",Bangalore,0,,Not Ideal,,
https://www.hirist.com/j/quality-assurance-engineer-automation-testing-1-5-yrs-1004885.html,Quality Assurance Engineer - Automation Testing,"ManpraXMultiple Locations
1 - 5 Years",Multiple Locations,0,,Not Ideal,,
https://www.hirist.com/j/principal-engineer-software-development-engineer-i-ios-1-10-yrs-1003783.html,Principal Engineer & Software Development Engineer I - iOS,"The Modern DimensionBangalore
1 - 10 Years",Bangalore,0,,Not Ideal,,
https://www.hirist.com/j/rocket-flyer-technology-software-development-engineer-javaj2ee-technologies-1-4-yrs-1004826.html,Rocket Flyer Technology - Software Development Engineer - Java/J2EE Technologies,"Rocket Flyer Technology Private LimitedMultiple Locations
1 - 4 Years",Multiple Locations,1,JS,Ideal,,
https://www.hirist.com/j/koreai-senior-software-engineer-javascriptjquery-1-3-yrs-1004192.html,Kore.ai - Senior Software Engineer - Javascript/jQuery,"Kore.AIHyderabad
1 - 3 Years",Hyderabad,1,JS,Ideal,,
https://www.hirist.com/j/uiux-designer-0-1-yrs-1004745.html,UI/UX Designer,"Athmin TechnologiesNoida
0 - 1 Years",Noida,0,"HTML/CSS, JS",Ideal,,
https://www.hirist.com/j/cateina-technologies-manual-tester-defectbug-reports-0-3-yrs-1004920.html,Cateina Technologies - Manual Tester - Defect/Bug Reports,"Cateina TechologiesMumbai
0 - 3 Years",Mumbai,3,JS,Not Ideal,,
https://www.hirist.com/j/rocket-flyer-technology-ux-designer-internship-0-1-yrs-1004829.html,Rocket Flyer Technology - UX Designer - Internship,"Rocket Flyer Technology Private LimitedGurgaon/Gurugram
0 - 1 Years",Gurgaon/Gurugram,0,"Angular, HTML/CSS, JS",Not Ideal,,
https://www.hirist.com/j/devops-engineer-terraformcloudformation-1-7-yrs-1004201.html,DevOps Engineer - Terraform/CloudFormation,"XL RecruitersBangalore
1 - 7 Years",Bangalore,0,Python,Not Ideal,,
https://www.hirist.com/j/backend-scala-engineer-data-structurealgorithm-1-3-yrs-1004732.html,Backend Scala Engineer - Data Structure/Algorithm,"DIATOZ Solutions Pvt ltd.,Guwahati
1 - 3 Years",Guwahati,0,,Not Ideal,,
https://www.hirist.com/j/devops-engineer-linuxapachekubernetes-1-5-yrs-1005055.html,DevOps Engineer - Linux/Apache/Kubernetes,"QuesthiringGurgaon/Gurugram
1 - 5 Years",Gurgaon/Gurugram,2,"Python, PHP",Not Ideal,,
https://www.hirist.com/j/insight-business-machines-it-hepdesk-engineer-service-desktech-support-1-5-yrs-1003935.html,Insight Business Machines - IT Hepdesk Engineer - Service Desk/Tech Support,"Insight Business Machines Pvt.Mumbai
1 - 5 Years",Mumbai,0,,Not Ideal,,
https://www.hirist.com/j/junior-test-engineer-automationsecurity-testing-0-1-yrs-1004006.html,Junior Test Engineer - Automation/Security Testing,"Masters IndiaNoida
0 - 1 Years",Noida,0,JS,Ideal,,
https://www.hirist.com/j/mobikwik-software-quality-assurance-engineer-automationmanual-testing-1-7-yrs-1005239.html,Mobikwik - Software Quality Assurance Engineer - Automation/Manual Testing,"MobikwikGurgaon/Gurugram
1 - 7 Years",Gurgaon/Gurugram,3,,Not Ideal,,
https://www.hirist.com/j/automation-engineer-seleniumtestngregression-testing-1-4-yrs-1003856.html,Automation Engineer - Selenium/TestNG/Regression Testing,"Altimax Business SolutionsMumbai
1 - 4 Years",Mumbai,0,,Not Ideal,,
https://www.hirist.com/j/data-scientist-machine-learning-1-5-yrs-1004477.html,Data Scientist - Machine Learning,"HyringNinjaMultiple Locations
1 - 5 Years",Multiple Locations,0,Python,Not Ideal,,
https://www.hirist.com/j/java-full-stack-developer-spring-1-20-yrs-1004945.html,Java Full Stack Developer - Spring,"TEKsystems Global ServiceAny Location
1 - 20 Years",Any Location,0,"ReactJS, JS",Ideal,,
https://www.hirist.com/j/rocket-flyer-technology-software-development-engineer-reactjsflux-1-3-yrs-1004828.html,Rocket Flyer Technology - Software Development Engineer - React.js/Flux,"Rocket Flyer Technology Private LimitedGurgaon/Gurugram
1 - 3 Years",Gurgaon/Gurugram,0,"ReactJS, JS",Ideal,,
https://www.hirist.com/j/quantum-phinance-programmer-analyst-1-2-yrs-1005328.html,Quantum Phinance - Programmer Analyst,"Quantum Phinance Pvt. LtdMumbai
1 - 2 Years",Mumbai,0,"React, HTML/CSS, JS, C/C++, .NET",Not Ideal,,
https://www.hirist.com/j/software-engineer-ui-development-reactjsjavascript-1-5-yrs-1004720.html,Software Engineer - UI Development - React.js/Javascript,"Squareroot Consulting Pvt LtdBangalore
1 - 5 Years",Bangalore,1,"ReactJS, JS",Ideal,,
https://www.hirist.com/j/uiux-designer-adobe-creative-suite-1-2-yrs-1005416.html,UI/UX Designer - Adobe Creative Suite,"QuesthiringGurgaon/Gurugram
1 - 2 Years",Gurgaon/Gurugram,1,,Not Ideal,,
https://www.hirist.com/j/backend-developer-javaspring-bootmicroservices-architecture-1-4-yrs-1004008.html,Backend Developer - Java/Spring Boot/Microservices Architecture,"Freebirds CounsultingMumbai
1 - 4 Years",Mumbai,2,,Not Ideal,,
https://www.hirist.com/j/tracxn-sde-ii-full-stackmern-stack-1-5-yrs-1004155.html,Tracxn - SDE II - Full Stack/MERN Stack,"TracxnBangalore
1 - 5 Years",Bangalore,0,"ReactJS, Angular, JS, Node",Not Ideal,,
https://www.hirist.com/j/tracxn-sde-ii-front-end-reactjs-1-5-yrs-1004916.html,Tracxn - SDE II - Front End - React.js,"TracxnBangalore
1 - 5 Years",Bangalore,0,"ReactJS, Angular, JS, Node",Not Ideal,,
https://www.hirist.com/j/software-development-engineer-iiiiii-android-platform-1-8-yrs-1003781.html,Software Development Engineer I/II/III - Android Platform,"The Modern DimensionBangalore
1 - 8 Years",Bangalore,0,JS,Ideal,,
